"IRD_ID","IRD_VEH_ID","IRD_TRIP_ID","IRD_DEV_START_AT","IRD_DEV_END_AT","IRD_DEV_START_LOC","IRD_DEV_START_CITY","IRD_DEV_START_DIS","IRD_DEV_START_STATE","IRD_DEV_END_LOC","IRD_DEV_END_CITY","IRD_DEV_END_DIS","IRD_DEV_END_STATE","IRD_DEV_DUR_IN_MINS","IRD_DEV_CREATED_AT","IRD_DEV_CREATED_BY","IRD_DEV_UPDATED_AT","IRD_DEV_UPDATED_BY","IRD_DEV_MSG","IRD_IS_DONE","IS_CHECKED"
160899,"2798","0682067776","2015-10-09 12:28:03","2015-10-09 12:36:24","0.03 Km. E From Bharat Dental College","Meerut"," Meerut","Uttar Pradesh","0.70 Km. N From I T S Engineering College","Meerut"," Meerut","Uttar Pradesh",8,"2015-10-09 14:41:17","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160898,"4165","0682068522","2015-10-09 10:20:55","2015-10-09 10:29:09","0.05 Km. SW From AGRA TOP","Etmadpur"," Firozabad","Uttar Pradesh","0.02 Km. SW From AGRA TERMINAL EXIT GATE","Etmadpur"," Firozabad","Uttar Pradesh",8,"2015-10-09 14:35:47","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160897,"5644","0682065840","2015-10-09 14:04:16","2015-10-09 14:15:33","0.17 Km. S From Sahyadri College","Shimoga"," Shimoga","Karnataka","0.07 Km. W From Bharat Petroleum Corporation Ltd.","Shimoga"," Shimoga","Karnataka",11,"2015-10-09 14:31:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160896,"5644","0682065840","2015-10-09 09:10:50","2015-10-09 09:24:21","0.04 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka","0.03 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka",13,"2015-10-09 14:30:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160895,"5644","0682065840","2015-10-09 08:11:34","2015-10-09 08:19:37","0.13 Km. S From HASSAN TOP","Hassan"," Hassan","Karnataka","0.10 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",8,"2015-10-09 14:30:52","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160894,"2229","0682068816","2015-10-09 09:52:12","2015-10-09 09:58:53","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",6,"2015-10-09 14:28:56","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160893,"3810","0682068033","2015-10-09 13:35:34","2015-10-09 13:43:57","0.84 Km. W From ROYALE KISAN SEWA KENDRA","Khurja"," Bulandshahr","Uttar Pradesh","0.23 Km. N From MAHARAJA INDUSTRIES","Khurja"," Bulandshahr","Uttar Pradesh",8,"2015-10-09 14:25:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160892,"3810","0682068033","2015-10-09 13:00:30","2015-10-09 13:05:30","0.73 Km. NW From Reliance Petroleum","Gabhana"," Aligarh","Uttar Pradesh","0.14 Km. NW From Hindustan Petroleum","Gabhana"," Aligarh","Uttar Pradesh",5,"2015-10-09 14:25:04","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160891,"3810","0682068033","2015-10-09 12:39:27","2015-10-09 12:48:29","0.40 Km. NW From JOLLY MOTORS","Koil"," Aligarh","Uttar Pradesh","0.54 Km. SE From Sant High School","Koil"," Aligarh","Uttar Pradesh",9,"2015-10-09 14:25:03","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160890,"3019","0682067747","2015-10-09 09:51:59","2015-10-09 10:13:25","0.11 Km. SW From MEERUT TERMINAL TT EXIT GATE","Meerut"," Meerut","Uttar Pradesh","0.05 Km. SW From MEERUT TERMINAL TT EXIT GATE","Meerut"," Meerut","Uttar Pradesh",21,"2015-10-09 14:23:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160889,"3504","0682067804","2015-10-09 09:21:46","2015-10-09 09:27:45","0.11 Km. W From SHIVSHANKAR FILLING STATION","Gharaunda"," Panipat","Haryana","0.69 Km. N From Police Station Baholi","Gharaunda"," Panipat","Haryana",5,"2015-10-09 14:22:21","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160888,"6798","0682067656","2015-10-09 13:45:46","2015-10-09 13:53:34","0.07 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka","0.02 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",7,"2015-10-09 14:21:26","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160887,"6798","0682067656","2015-10-09 10:42:27","2015-10-09 10:57:49","0.21 Km. S From HASSAN TOP","Hassan"," Hassan","Karnataka","0.09 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",15,"2015-10-09 14:21:23","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160886,"792","0682065829","2015-10-09 09:19:16","2015-10-09 10:04:16","2.64 Km.  SW From Kusmi","Chauri Chaura"," Gorakhpur","Uttar Pradesh","0.03 Km. NW From Padri Bazar Police Station","Gorakhpur"," Gorakhpur","Uttar Pradesh",45,"2015-10-09 14:20:25","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160885,"6498","0682068854","2015-10-09 09:38:07","2015-10-09 09:56:42","0.12 Km. NE From SANGRUR TERMINAL","Sangrur"," Sangrur","Punjab","0.01 Km. W From SANGRUR TERMINAL","Sangrur"," Sangrur","Punjab",18,"2015-10-09 14:17:22","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160884,"2557","0682068849","2015-10-09 10:04:12","2015-10-09 10:10:04","0.21 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi","0.03 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",5,"2015-10-09 14:16:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160883,"5272","0682068706","2015-10-09 10:29:35","2015-10-09 11:12:08","0.55 Km. E From Gudwada","Hosakote"," Bangalore (Rural)","Karnataka","0.03 Km. SW From HMS PETRO NAGAR","Kolar"," Kolar","Karnataka",42,"2015-10-09 14:15:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160882,"1480","0682068829","2015-10-09 11:19:07","2015-10-09 11:24:10","0.09 Km. NE From Khera Hospital","Delhi"," Delhi","Delhi","0.34 Km. NE  From Bal Corporation Indiaia , Jahangirpuri Industrial Area",", Jahangirpuri Industrial Area;","  Jahangirpuri Industrial Area;Delhi,Delhi","Delhi",5,"2015-10-09 14:15:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160881,"1480","0682068829","2015-10-09 10:38:01","2015-10-09 10:46:34","0.03 Km. S From New Cantonment","Delhi"," Delhi","Delhi","0.15 Km. E From Army College Of Medical Sciences","Delhi"," Delhi","Delhi",8,"2015-10-09 14:14:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160880,"1480","0682068829","2015-10-09 09:58:58","2015-10-09 10:10:29","0.20 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.05 Km. N  From Shiv , Rangpuri Nallapar",", Rangpuri Nallapar;","  Rangpuri Nallapar;Delhi,Delhi","Delhi",11,"2015-10-09 14:14:58","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160879,"1480","0682068829","2015-10-09 09:52:24","2015-10-09 09:57:58","0.34 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.03 Km. E From DELHI TERMINAL","Delhi"," Delhi","Delhi",5,"2015-10-09 14:14:57","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160878,"5641","0682065467","2015-10-09 13:31:58","2015-10-09 14:00:28","0.01 Km. E From Indian Oil Corporation Ltd.","Shimoga"," Shimoga","Karnataka","0.03 Km. NW From Police Station Shimoga","Shimoga"," Shimoga","Karnataka",28,"2015-10-09 14:12:54","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160877,"5641","0682065467","2015-10-09 07:26:47","2015-10-09 08:00:01","0.05 Km. E From HASSAN TOP","Hassan"," Hassan","Karnataka","0.03 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka",33,"2015-10-09 14:12:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160876,"1479","0682068745","2015-10-09 10:33:23","2015-10-09 10:39:49","0.02 Km. W  From White House Lodge , Janakpuri",", Janakpuri;","  Janakpuri;Delhi,Delhi","Delhi","0.03 Km. W  From IBP , Janakpuri",", Janakpuri;","  Janakpuri;Delhi,Delhi","Delhi",6,"2015-10-09 14:11:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160875,"1479","0682068745","2015-10-09 10:19:19","2015-10-09 10:24:22","0.05 Km. NE  From Penguin Books India Pvt Ltd , Dwarka",", Dwarka;","  Dwarka;Delhi,Delhi","Delhi","0.09 Km. S From True Web Solution","Delhi"," Delhi","Delhi",5,"2015-10-09 14:10:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160874,"1741","0682068794","2015-10-09 09:54:26","2015-10-09 10:00:56","0.04 Km. W From Saria Village","Chandauli"," Varanasi","Uttar Pradesh","0.02 Km. N From Sanjadpur Village","Chandauli","Varanasi","Uttar Pradesh",6,"2015-10-09 14:10:02","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160873,"7770","0682068740","2015-10-09 10:54:22","2015-10-09 11:06:48","0.03 Km. S  From Step In International Dx , Pandara Park",", Pandara Park;","  Pandara Park;Delhi,Delhi","Delhi","0.24 Km. W From Akshardham Check Post","Delhi"," Delhi","Delhi",12,"2015-10-09 14:09:56","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160872,"3631","0682068732","2015-10-09 09:41:00","2015-10-09 09:46:11","0.23 Km. SW From REWARI TERMINAL","Rewari"," Rewari","Haryana","0.15 Km. W From REWARI TERMINAL","Rewari"," Rewari","Haryana",5,"2015-10-09 14:07:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160871,"4129","0682067640","2015-10-09 09:44:35","2015-10-09 09:50:22","0.03 Km. NW From Hyundai Service","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.03 Km. SE From JEEWAN PETROLIUM-99","Jalandhar - I"," -99;Jalandhar - I,","99;Jalandhar - I,Jalandhar-Punjab",5,"2015-10-09 14:06:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160870,"2255","0682067293","2015-10-09 13:21:34","2015-10-09 13:33:31","0.02 Km. NE From Tushar Traders","Jagadhri"," Yamunanagar","Haryana","0.07 Km. NW From Village Water Treatment Plant","Jagadhri"," Yamunanagar","Haryana",11,"2015-10-09 14:06:15","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160869,"2255","0682067293","2015-10-09 08:57:25","2015-10-09 09:06:21","0.08 Km. E From PANIPAT TOP","Gharaunda"," Panipat","Haryana","0.09 Km. SW From PANIPAT TOP","Gharaunda"," Panipat","Haryana",8,"2015-10-09 14:06:06","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160868,"2677","0682068765","2015-10-09 09:35:53","2015-10-09 09:41:06","0.21 Km. SW From REWARI TERMINAL","Rewari"," Rewari","Haryana","0.16 Km. W From REWARI TERMINAL","Rewari"," Rewari","Haryana",5,"2015-10-09 14:00:10","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160867,"2139","0682068701","2015-10-09 10:56:47","2015-10-09 11:12:58","0.20 Km. NW From Rockland Hospital","Delhi"," Delhi","Delhi","0.06 Km. W  From New Silam Pur , Connaught Place",", Connaught Place;","  Connaught Place;Delhi,Delhi","Delhi",16,"2015-10-09 13:58:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160866,"7779","0682068156","2015-10-09 13:44:39","2015-10-09 13:50:34","0.07 Km. SE  From Unitop Tours & Travels Private Ltd , Rajouri Garden",", Rajouri Garden;","  Rajouri Garden;Delhi,Delhi","Delhi","0.00 Km. SW  From Shiv , Mansarovar Garden",", Mansarovar Garden;","  Mansarovar Garden;Delhi,Delhi","Delhi",5,"2015-10-09 13:57:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160865,"7779","0682068156","2015-10-09 13:08:08","2015-10-09 13:44:09","0.28 Km. SW From Attarsen Jain Hospital","Delhi"," Delhi","Delhi","0.05 Km. SW  From Shiv , Mansarovar Garden",", Mansarovar Garden;","  Mansarovar Garden;Delhi,Delhi","Delhi",36,"2015-10-09 13:57:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160864,"7779","0682068156","2015-10-09 09:34:37","2015-10-09 09:41:39","0.34 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi","0.02 Km. NE From DELHI TERMINAL","Delhi"," Delhi","Delhi",7,"2015-10-09 13:57:31","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160863,"6707","0682068182","2015-10-09 12:37:08","2015-10-09 12:42:30","0.29 Km. SE From Indian Oil Corporation Ltd.","Rohtak"," Rohtak","Haryana","1.97 Km. W From Kalanor","Rohtak"," Rohtak","Haryana",5,"2015-10-09 13:56:35","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160862,"6707","0682068182","2015-10-09 12:00:21","2015-10-09 12:15:35","0.66 Km. SW From CHHIKARA GOODS TRANSPORT CO LTD","Rohtak"," Rohtak","Haryana","0.14 Km. W From Ajanta - IBP","Rohtak"," - IBP;Rohtak,"," IBP;Rohtak,Rohtak-Haryana",15,"2015-10-09 13:56:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160861,"6707","0682068182","2015-10-09 11:40:31","2015-10-09 11:48:20","0.56 Km. NW From Rukhi","Gohana"," Sonipat","Haryana","2.72 Km. N From Brahmanvass Village","Rohtak"," Rohtak","Haryana",7,"2015-10-09 13:56:33","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160860,"6707","0682068182","2015-10-09 11:08:10","2015-10-09 11:14:41","0.40 Km. E From NIHAL FILLING STATION","Gohana"," Sonipat","Haryana","0.03 Km. NE From Reliance Petroleum","Gohana"," Sonipat","Haryana",6,"2015-10-09 13:56:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160859,"6707","0682068182","2015-10-09 09:20:56","2015-10-09 09:26:44","0.05 Km. E From PANIPAT TOP","Gharaunda"," Panipat","Haryana","0.08 Km. W From PANIPAT TOP","Gharaunda"," Panipat","Haryana",5,"2015-10-09 13:56:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160858,"1546","0682068792","2015-10-09 13:00:27","2015-10-09 13:05:39","1.04 Km. S From Tractor Workshop","Muktsar"," Faridkot","Punjab","0.01 Km. SE From Indian Oil Corporation Ltd.","Muktsar"," Faridkot","Punjab",5,"2015-10-09 13:53:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160857,"1546","0682068792","2015-10-09 10:03:25","2015-10-09 10:10:04","0.11 Km. NE From BHARAT AUTO CARE","Bathinda"," Bathinda","Punjab","0.18 Km. NW From BHARAT AUTO CARE","Bathinda"," Bathinda","Punjab",6,"2015-10-09 13:53:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160856,"3613","0682068659","2015-10-09 10:04:12","2015-10-09 10:10:22","0.11 Km. SE From BANTHRA DEPOT EXIT GATE","Shahjahanpur"," Shahjahanpur","Uttar Pradesh","0.03 Km. SE From BANTHRA DEPOT EXIT GATE","Shahjahanpur"," Shahjahanpur","Uttar Pradesh",6,"2015-10-09 13:48:19","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160855,"4075","0682068670","2015-10-09 09:40:27","2015-10-09 09:48:28","0.24 Km. W From REWARI TERMINAL","Rewari"," Rewari","Haryana","0.02 Km. S From ARAVALI FUELS","Rewari"," Rewari","Haryana",8,"2015-10-09 13:44:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160854,"3672","0682068694","2015-10-09 09:51:46","2015-10-09 09:59:08","0.12 Km. E From Bart Petroleum","Shahjahanpur"," Shahjahanpur","Uttar Pradesh","0.02 Km. SE From BANTHRA DEPOT EXIT GATE","Shahjahanpur"," Shahjahanpur","Uttar Pradesh",7,"2015-10-09 13:42:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160853,"5580","0682066167","2015-10-09 10:30:59","2015-10-09 10:48:12","0.05 Km. E From HASSAN TOP","Hassan"," Hassan","Karnataka","0.03 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",17,"2015-10-09 13:40:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160852,"4098","0682068528","2015-10-09 09:33:45","2015-10-09 09:49:43","0.02 Km. NE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",15,"2015-10-09 13:39:11","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160851,"3931","0682068680","2015-10-09 11:36:17","2015-10-09 11:41:47","0.22 Km. SW From Toll Plaza","Manesar"," Gurgaon","Haryana","0.18 Km. W From GROZ ENGINEERING TOOLS PVT LTD","Manesar"," Gurgaon","Haryana",5,"2015-10-09 13:38:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160850,"5469","0682068492","2015-10-09 10:23:17","2015-10-09 11:08:47","0.32 Km. W From AGARWAL PUMP - DONDUPALYA","Hosakote"," - DONDUPALYA;Hosakote,"," DONDUPALYA;Hosakote,Bangalore (Rural)-Karnataka","0.02 Km.  SE From RPF K R PURAM , Vijnanapura",", Vijnanapura;","  Vijnanapura;Banglore,Banglore","Karnataka",45,"2015-10-09 13:37:02","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160849,"3422","0682068212","2015-10-09 09:35:00","2015-10-09 09:47:02","0.20 Km. SW From REWARI TERMINAL","Rewari"," Rewari","Haryana","0.01 Km. SW From ARAVALI FUELS","Rewari"," Rewari","Haryana",12,"2015-10-09 13:35:59","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160848,"5369","0682068608","2015-10-09 11:59:12","2015-10-09 12:11:24","0.06 Km. N From Army Cant","Banglore"," Banglore","Karnataka","0.04 Km. SW From ITC Limited - Royal Gardenia","Banglore"," - Royal Gardenia;Banglore,"," Royal Gardenia;Banglore,Banglore-Karnataka",12,"2015-10-09 13:32:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160847,"5369","0682068608","2015-10-09 09:32:52","2015-10-09 09:38:01","0.07 Km. SW From DEVANAGONTHI TERMINAL","Hosakote"," Bangalore (Rural)","Karnataka","0.05 Km. SW From DEVANAGONTHI TERMINAL","Hosakote"," Bangalore (Rural)","Karnataka",5,"2015-10-09 13:32:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160846,"1773","0682068468","2015-10-09 10:32:16","2015-10-09 10:37:46","0.29 Km. S From S K FILLING STATION","Dhuri"," Sangrur","Punjab","0.22 Km. S From Indian Oil Corporation Ltd.","Dhuri"," Sangrur","Punjab",5,"2015-10-09 13:25:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160845,"3860","0682068610","2015-10-09 09:31:40","2015-10-09 09:48:00","0.05 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",16,"2015-10-09 13:24:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160844,"5829","0682068586","2015-10-09 09:51:52","2015-10-09 10:04:20","0.34 Km. NE From Balaji Deluxe Theatre","Mysore"," Mysore","Karnataka","0.42 Km. N From Sougandhika Park","Mysore"," Mysore","Karnataka",12,"2015-10-09 13:23:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160843,"7741","0682067044","2015-10-09 12:44:32","2015-10-09 12:56:03","0.16 Km. SW From Bethel AG Church","Banglore"," Banglore","Karnataka","0.01 Km.  NW From Classic Automotives , Sadashiva Nagar",", Sadashiva Nagar;","  Sadashiva Nagar;Banglore,Banglore","Karnataka",11,"2015-10-09 13:20:55","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160842,"7741","0682067044","2015-10-09 08:55:39","2015-10-09 09:04:47","0.07 Km. SW From DEVANAGONTHI TERMINAL","Hosakote"," Bangalore (Rural)","Karnataka","0.06 Km. SW From DEVANAGONTHI TERMINAL","Hosakote"," Bangalore (Rural)","Karnataka",9,"2015-10-09 13:20:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160841,"5419","0682068538","2015-10-09 11:32:49","2015-10-09 11:40:56","0.02 Km.  NW From Mysore Polyset Private Limited , Madhava Nagar",", Madhava Nagar;","  Madhava Nagar;Banglore,Banglore","Karnataka","0.04 Km. E From Church","Banglore"," Banglore","Karnataka",8,"2015-10-09 13:18:55","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160840,"5419","0682068538","2015-10-09 09:53:31","2015-10-09 10:41:34","0.57 Km. NE From railway track crossing towards white field","Hosakote"," Bangalore (Rural)","Karnataka","0.02 Km.  N From Neetha , B Narayanapura",", B Narayanapura;","  B Narayanapura;Banglore,Banglore","Karnataka",48,"2015-10-09 13:18:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160839,"1213","0682068228","2015-10-09 09:30:40","2015-10-09 09:36:56","0.14 Km. NE From MUGHALSARAI TERMINAL","Chandauli"," Varanasi","Uttar Pradesh","0.05 Km. NE From MUGHALSARAI TERMINAL","Chandauli"," Varanasi","Uttar Pradesh",6,"2015-10-09 13:18:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160838,"5466","0682068199","2015-10-09 11:32:48","2015-10-09 11:44:52","0.01 Km.  SE From Srinivas Fine Arts Private Limited , Madeena Nagar",", Madeena Nagar;","  Madeena Nagar;Banglore,Banglore","Karnataka","0.01 Km. E From Classis Comfort Hotel Loding","Banglore"," Banglore","Karnataka",12,"2015-10-09 13:16:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
