S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-AUG'-15,02-AUG'-15,03-AUG'-15,04-AUG'-15,05-AUG'-15,06-AUG'-15,07-AUG'-15,08-AUG'-15,09-AUG'-15,10-AUG'-15,11-AUG'-15,12-AUG'-15,13-AUG'-15,14-AUG'-15,15-AUG'-15,16-AUG'-15,17-AUG'-15,18-AUG'-15,19-AUG'-15,20-AUG'-15,21-AUG'-15,22-AUG'-15,23-AUG'-15,24-AUG'-15,25-AUG'-15,26-AUG'-15,27-AUG'-15,28-AUG'-15,29-AUG'-15,30-AUG'-15,31-AUG'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
4122,QCQ1101067,8879612417,OL002/00138,12-Nov-11,HR55L8188,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4123,QCQ1102732,8879614106,OL002/00139,14-Nov-11,HR55G9981,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4124,QCQ1100937,8879442830,OL002/00140,14-Nov-11,HR38M3420,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4125,QCQ1100672,8879442561,OL002/00141,14-Nov-11,HR55L6587,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,5,26,0,0,0,0,YES,
4126,QCQ1204347,8879690347,OL002/00142,15-Nov-11,HR55K6615,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4127,QCQ1101583,8879612940,OL002/00143,15-Nov-11,NL02G3214,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4128,QCQ1204572,8879676971,OL002/00144,15-Nov-11,HR55L6585,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4129,QCQ1100236,8879460102,OL002/00145,15-Nov-11,DN09E9527,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4130,QCQ1102722,8879614095,OL002/00146,15-Nov-11,HR55H3727,SUSHILATRANSPORTPVT.LTD,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4131,QCQ1100543,8879442431,OL002/00147,15-Nov-11,NL01L2783,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4132,QCQ1204579,8879676978,OL002/00148,15-Nov-11,HR55H4317,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4133,QCQ1100626,8879613482,OL002/00149,16-Nov-11,NL02G1536,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4134,QCQ1101700,8879613058,OL002/00150,16-Nov-11,NL02G7595,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4135,QCQ1204481,8879690482,OL002/00151,16-Nov-11,NL02G7579,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4136,EEB1500334,7506932865,OL002/00152,16-Nov-11,HR55K6618,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4137,QCQ1102679,8879614052,OL002/00153,16-Nov-11,HR55L1617,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4138,QCQ1203792,8879678433,OL002/00154,16-Nov-11,HR55C7131,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4139,EEB1500421,7506932948,OL002/00155,16-Nov-11,NL01G2617,BHARATCARRIERSLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4140,QCQ1102890,8879614266,OL002/00156,16-Nov-11,NL01D3485,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4141,QCQ1101347,8879612701,OL002/00157,16-Nov-11,HR55F8459,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4142,QCQ1100246,8879460299,OL002/00158,16-Nov-11,HR55C9669,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4143,QCQ1100186,8879460239,OL002/00159,16-Nov-11,TN01AC6537,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4144,QCQ1103447,8879678084,OL002/00160,17-Nov-11,NL01D6272,OSLLOGISTICSPVT.LTD,UI,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,0,0,2,0,2,YES,
4145,QCQ1102866,8879614242,OL002/00161,17-Nov-11,NL02G0942,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4146,QCQ1102708,8879614081,OL002/00162,17-Nov-11,NL02G1523,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4147,QCQ1100813,8879442704,OL002/00163,18-Nov-11,NL02G7591,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4148,QCQ1100196,8879460249,OL002/00165,18-Nov-11,HR55C7252,CARGOWINGS(MADRAS)PVT.LTD.,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
4149,QCQ1203960,8879678703,OL002/00166,18-Nov-11,NL02G7570,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4150,QCQ1103100,8879618750,OL002/00168,18-Nov-11,NL02G7573,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4151,QCQ1100264,8879442138,OL002/00169,18-Nov-11,HR38L2154,SHRIKRSNAURJAPROJECTLIMITED,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4152,QCQ1102147,8879613513,OL002/00170,18-Nov-11,NL02G0103,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4153,QCQ1100701,8879442590,OL002/00171,18-Nov-11,HR55K8924,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4154,QCQ1103002,8879614379,OL002/00172,18-Nov-11,NL02G1505,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4155,QCQ1100679,8879442568,OL002/00173,19-Nov-11,RJ14GD2787,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4156,QCQ1100272,8879442146,OL002/00174,19-Nov-11,NL02G0991,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4157,QCQ1204884,8879697496,OL002/00175,19-Nov-11,RJ29GA0852,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4158,QCQ1100205,8879460086,OL002/00176,19-Nov-11,HR55F4891,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4159,QCQ1101849,8879613210,OL002/00177,19-Nov-11,NL02G3219,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4160,QCQ1102269,,OL002/00178,19-Nov-11,HR38M5607,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4161,QCQ1102979,8879614356,OL002/00179,19-Nov-11,HR38M4212,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4162,QCQ1204269,8879645841,OL002/00180,19-Nov-11,NL02G3218,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4163,QCQ1101964,8879613326,OL002/00181,19-Nov-11,NL01K2310,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4164,QCQ1100509,8879442395,OL002/00182,19-Nov-11,NL01G9685,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4165,QCQ1102261,8879613629,OL002/00183,19-Nov-11,HR38M4194,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4166,QCQ1100779,8879442669,OL002/00184,19-Nov-11,HR55L6584,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4167,QCQ1102228,8879613594,OL002/00185,19-Nov-11,HR55L6586,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4168,QCQ1102520,8879614393,OL002/00186,19-Nov-11,HR38M3564,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4169,QCQ1102870,8879614246,OL002/00187,19-Nov-11,NL01G8603,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4170,QCQ1100315,8879442189,OL002/00188,19-Nov-11,NL02G0102,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4171,QCQ1100290,8879442164,OL002/00189,19-Nov-11,NL02G7592,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4172,EEB1500211,7506928462,OL002/00190,19-Nov-11,NL02G7600,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4173,QCQ1100472,8879442358,OL002/00191,21-Nov-11,RJ14GB1303,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,4,27,0,0,0,0,YES,
4174,QCQ1204133,8879678879,OL002/00192,21-Nov-11,HR55K2463,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4175,QCQ1100204,8879460257,OL002/00193,21-Nov-11,HR55F5401,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4176,QCQ1203609,8879613077,OL002/00194,21-Nov-11,RJ29GA0863,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4177,QCQ1204035,8879678778,OL002/00195,21-Nov-11,HR55L8187,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4178,QCQ1100647,8879442536,OL002/00196,21-Nov-11,NL01G9683,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4179,QCQ1100634,8879442523,OL002/00197,21-Nov-11,RJ14GB1553,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4180,QCQ1203789,8879678430,OL002/00198,21-Nov-11,NL02G0131,OSLLOGISTICSPVT.LTD,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
4181,QCQ1100420,8879442305,OL002/00199,21-Nov-11,NL02G0952,OSLLOGISTICSPVT.LTD,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,2,0,0,0,0,YES,
4182,QCQ1102187,8879613553,OL002/00200,21-Nov-11,NL02G7568,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4183,QCQ1102772,8879614147,OL002/00201,21-Nov-11,RJ14GC9585,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4184,QCQ1204906,8879697454,OL002/00202,21-Nov-11,NL02G4061,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4185,QCQ1100350,8879442227,OL002/00203,21-Nov-11,OD07B7794,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4186,QCQ1100320,8879442194,OL002/00204,21-Nov-11,NL02G0140,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4187,QCQ1100597,8879442485,OL002/00205,21-Nov-11,NL02G0119,OSLLOGISTICSPVT.LTD,R,N,N,N,N,N,N,N,N,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,23,0,0,0,8,8,YES,
4188,QCQ1101482,8879612838,OL002/00206,22-Nov-11,RJ14GB0812,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4189,QCQ1203829,8879678470,OL002/00207,22-Nov-11,NL01G2607,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4190,QCQ1102215,8879613581,OL002/00208,22-Nov-11,HR55F8051,PROFESSIONALAUTOMOTIVESPVT.LTD,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
4191,QCQ1103015,8879614392,OL002/00209,22-Nov-11,RJ14GD2538,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4192,QCQ1100313,8879442187,OL002/00210,22-Nov-11,NL02G0133,OSLLOGISTICSPVT.LTD,R,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,3,0,0,0,0,YES,
4193,QCQ1101442,8879612797,OL002/00211,22-Nov-11,NL02G1526,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4194,QCQ1100298,8879442172,OL002/00212,22-Nov-11,HR55H3186,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4195,QCQ1100882,8879442773,OL002/00213,22-Nov-11,NL01G7392,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4196,QCQ1204255,8879645827,OL002/00214,22-Nov-11,NL01G7391,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4197,QCQ1102176,8879787703,OL002/00215,22-Nov-11,NL02D7793,OSLLOGISTICSPVT.LTD,P,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,24,7,0,0,0,0,YES,
4198,QCQ1204189,8879679037,OL002/00216,22-Nov-11,NL02G9001,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4199,QCQ1203595,8879678234,OL002/00217,22-Nov-11,NL02G7554,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4200,QCQ1204004,8879678747,OL002/00218,22-Nov-11,NL01G2026,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4201,QCQ1100324,8879442198,OL002/00219,22-Nov-11,HR55L2197,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4202,QCQ1100237,8879460090,OL002/00220,22-Nov-11,NL01D3493,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4203,QCQ1100376,8879442256,OL002/00221,22-Nov-11,HR55C1306,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4204,QCQ1101284,8879612652,OL002/00222,22-Nov-11,HR55D1163,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4205,QCQ1102384,8879613753,OL002/00223,22-Nov-11,HR55K3596,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4206,QCQ1103016,8879442546,OL002/00226,23-Nov-11,NL02G2599,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4207,QCQ1100367,8879442246,OL002/00227,23-Nov-11,HR55D1161,CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
4208,QCQ1101708,8879613066,OL002/00228,23-Nov-11,HR55G9984,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4209,EEB1500263,7506929327,OL002/00229,23-Nov-11,NL01K2052,AILSINGHANILOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4210,QCQ1100125,8879460120,OL002/00230,23-Nov-11,NL01L1077,AILSINGHANILOGISTICS,R,R,N,N,N,N,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,27,0,0,0,4,4,YES,
4211,QCQ1102544,8879613916,OL002/00232,23-Nov-11,NL02G0139,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4212,QCQ1102529,8879613763,OL002/00233,23-Nov-11,NL02G7571,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4213,QCQ1100855,8879618835,OL002/00234,23-Nov-11,HR636147,SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4214,QCQ1100325,8879442199,OL002/00235,23-Nov-11,HR55D9657,SUSHILATRANSPORTPVT.LTD,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,0,0,0,31,0,31,YES,DEVICE REMOVED BY CUSTOMER
4215,QCQ1101008,8879442902,OL002/00236,23-Nov-11,HR55J9432,CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4216,QCQ1102606,8879613978,OL002/00237,23-Nov-11,NL02G7586,OSLLOGISTICSPVT.LTD,N,N,N,N,N,N,N,N,N,N,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,0,0,0,10,10,YES,
4217,QCQ1100834,8879442725,OL002/00238,23-Nov-11,RJ14GB1552,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
4218,QCQ1100347,8879442224,OL002/00239,24-Nov-11,NL02G9012,OSLLOGISTICSPVT.LTD,UI,UI,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,0,0,3,0,3,YES,
4219,QCQ1101741,8879613099,OL002/00240,24-Nov-11,NL02G2554,OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
